key,proba
8bc0fa99cad0977549c20999af190285,0.015561581522672591
2a822b0cf8c5555c692a0771d3bf2464,0.019358300259067485
39bbc7eebdc7ef757fa18a6afd27448f,0.0093294496805977969
0ed44fc0f3125b5b2ab4273d32d196ea,0.0060087291705420492
0c699260585e04a11ffa484e65a02fa8,0.0086504256536145425
e4ce20cbc8dd73c5f4bf44c9f1da02c1,0.00811464995240617
bdccf7a1f82c6f585e85b476d8f16a5a,0.012567833638353747
9bae6ad8f61d3d980c3d67d50a9aecd6,0.0054778989892396218
b1ae74f06400741c56ec00d8e638d2a8,0.016303470996518903
09c10fa25d10d9981f4b0cd3d74127f9,0.0048548293609728928
a48faeef846f4ad6f0c516b3d06ac9ea,0.00628305698631072
436d6d469aa3fde825023234a0313872,0.017587147117601256
11ca8386244997703c8034a293b8a624,0.0057691736305212158
6435103bcb365c6b8036174d498ca8e7,0.0034518899763177876
b3365979baa0670d93e67cf4a998f680,0.0050433366007130772
0c39b83ef86535e48c1e5a0a48c7fddf,0.0054606475752257645
45865ac2d70dc7055dc081af5823d4a9,0.0031298881257968356
706d76a978f319e483d0943ad749cb58,0.038785674370828846
9588b5951ffd421b5886b72e1b515ffd,0.0069020356927509295
121438076cc3141d1e2658131d503b0c,0.010439619870393291
0d8729f387d01a7c59ba3385cd4f93d6,0.0071113854324574592
5dffb859ccb41db9c60831ab9dea07fa,0.0059873856687950189
309d622b85fbb03beead11769709e01c,0.013762505739915918
a54439222f8b1f23680b82797b13724b,0.0045990242108487588
cb93c4124f95dc70831aef7ccc48d79a,0.0056218948307481236
8386a08fbec9d35fae866528ed4e6978,0.0070105757690123926
66efdf78fded2a683bfbc60af504d512,0.010093932585346823
4c429d82368798a4ab25c7122551b23a,0.0060563531490509474
dfede8bc7c8ecd0144e499d4a169e342,0.0065232970831738488
b79a6109f2925ffce4832b42ad3f33c4,0.0056830486040500153
987935b49d2efeabf0617ead623e8cff,0.00664567707717849
8b4ed06387534d05986241081601d013,0.02608390354516545
5bde314e704897829edfc9aee356797d,0.021311096619765626
cb5c1b1212de91566e916e5b629522ce,0.00809727814677414
9599efc447e38f7777b47435cb88fd1b,0.0042949307098744281
3d1c58964a169861d9f4fa1439e76702,0.015074340094939739
7e5e092f84d9f7a928811b518a6654ec,0.0051226900996290984
5f94c2c8b6f832052d7bb9091785f70f,0.0063422265821751851
8a8431438f9e64b84c929ce7de0ade63,0.00973111082203298
2c57d39ccad161bb2f61a0679d83d291,0.005052740206519515
82db91667d4c45f6b6a3d5263ec7e96b,0.035226972281587311
687456cd6429696890196d3a9bdfbf22,0.034609343443279823
d3942737b3f7184fb5e9f05d79f035be,0.001029059720184275
7dd6170ec8bf243b7fa0167bc160d430,0.0043998159356300592
f56cdac0bc7a3a3df8179180458e5f1c,0.011559106014950474
37f451c9f0dcd78b517222a2bbee95b8,0.0087682389065980564
089a8980ecc3ee98b5335ea169c29cd8,0.0046746154079382414
aca1274516120322476abec8b53af5c0,0.0051868454596258459
9e1d2636187f890736324ef64a414839,0.0047041125014401792
7b2d23a2ca8c432f594f456539f104f6,0.0058348240777743882
dfbb96841c8f53d9fb6da22e8c58e3e4,0.0066724250736591674
b2d303c5bc8b2573e722549d5856d149,0.011795103894635834
14f6eb4b42bde948137b638ac29cc3ff,0.015554547507139657
ff06ee275eaff8aa1baae796a85cf687,0.0075647104080948978
8d22a5c3220679554bdbb34e58a64d29,0.0050684505109171631
6e3bc246b5151ec8a8cb359c05d73435,0.0074622606353580657
189ca7fed501f593de9a5ebf67cf61c8,0.0038379586772316803
ce8a128cebbc3b6097ada79c1a168daa,0.006213171578601513
f3ad5bd9c591ec3558e3df36b118c0ca,0.0071279513879042378
ade9f235bc6cb65d0460745a03a03e5e,0.0088883773564921546
51a2f74f05b0bff972653b8dd9947c6b,0.013666073328126851
f2130fe8767877ad956fa58e4c0da7fc,0.013506891707257095
044a08a0089586724b04269b9d0f085f,0.0055934065716456184
1bdfb66d84be68db2335518d3a4f2d4c,0.027810432056978737
8f31ed0d78be7e295411f8921557e710,0.099310091220050162
223c2123778a73517dbba65614815d56,0.011208134049383386
f0ad1028d14023f152467eb807747755,0.0095291170456605033
5fa0691d0d7b491e5d316d2501bd518b,0.0061189854620294854
fed7e98005c2d7740d39c8ea083deaeb,0.0054570953393976076
7ab79e0968b23d2b443ea131dc2a2fe9,0.028497336292907769
da93376261cc390fad86e2e9414b81a4,0.016058119218607579
e8429865fe5461a294a530c82cacccb1,0.011215936067338526
05374378dc97e151fced3bae5e455f6a,0.0039495653620049715
ce8a7b0a1a2fde5ef7826188994a488d,0.008929618871228763
0f7e5d80a6054b711b6f5b0ceb74ce7a,0.0077355277252887942
b96ce7902280a89c6588487b3ae76e8c,0.0076116133598057526
13ef99ba886e4e5b357d608121420e85,0.015016891220376461
8eec7a159dd641d87b75e71357860180,0.011529919976418911
7eb8f93645437164ad44ae678adc8ffc,0.00789781298932106
11c1bd6338c94fb593ccc8e8d1f44454,0.0046616873764720552
30b876ae5bf4f2bb7f9179d17248f7fc,0.0023933480079771554
05690bff9c4f39c1496d2b8e3fbd19ad,0.0044600771365079
a567e133c8386aadd7648a8848f1de50,0.0084959557184635364
bd3bad81e2c389b9396acfa2a3d8c401,0.010975723943081259
a18bcc274ff76196ca59bba64d447a86,0.010212337029370029
6dbbac1d3f495f2a459d965ca07e4690,0.020188605648111858
c78e6482393316250a51ae8a26928e2a,0.014692465100939375
963d2df555482d2eb6c8be55aea6d858,0.00753974256332483
6ccf949c0c7745aed867d80b6c2e6f9b,0.0032075181675374261
af07f20e90a705fb7854ee7294867350,0.012744245613831475
db50bb0a79afceb23c2fb4f7247894a2,0.0183940005291613
665a06ce2d75220c6b03d5a6f8962fe0,0.0070857722138609781
ffb137ff9acfcd17f013fa3ab3134b52,0.0089346848832959347
5e924cb4bce706f13b813787e3990862,0.0042890703914405127
c6e6987e3a08838ceaf1a594dc833596,0.008385646218920002
cec588ab458780f67940a6392c002cd3,0.012326363017504045
250c9e5dd88bf0a3ca3eaa1f2f276deb,0.0086239699337755209
00734981c5c5837403f212e6d7a53853,0.010807792413135143
0dcfc8a5c2fe31071b91120705611a47,0.0082081585038613781
45ea82fea54d7ae96753ef71e41b4067,0.032129346077283752
e3fe919586bf45dd70ad3fde7f908da4,0.0084415960962984666
c08997eca55ab7e62c58eb145c1fe596,0.0076419729337949011
f3e8bfe4e0213e9121c8e301ed755e50,0.0066186863492007451
27b37a162249e8a800a8839ae465b6bd,0.0031561194570082292
70385b707b2d2a8465dc5e11278032b5,0.009018849306583766
710ca333542f1696d944dc05a2494fb0,0.0066898479741199987
16b520cfb71254b64c85e07200b22e3d,0.0044405513835045424
55136d0af3e060924a3dd0ff219a24c5,0.013319911776331423
521611dc46e61f27800a372672b7e821,0.0077398946689574049
0c7563a506c9bc3358f70a0e41db4224,0.01005739842855566
8b8ea6479c4281ae696c4bf4d3bd8286,0.00956925957997577
cd18462c85e151a985726a87b89be5e8,0.029543070849819195
acf76e861e9def029049eead85e42afa,0.0065325450111385691
d4e8fd72e1bd50724ace797e078d6e1c,0.0095470064042440118
6c13467af0ecdffb0c0f0ef4222d0165,0.0087833160154613329
e375de3a2a35af5e802f21078cb9ff68,0.0099078618976343267
ce6574c4d12e229511e73a93b5b75248,0.0069006939876498086
c4c17b75ff30eebfd73f7d4339947355,0.0079364409269056784
474f65a24820797d4d24fb350a32b67b,0.006020964643501491
730671bec3770fd438d7da09bc1dc983,0.0071658124684936065
4df2ec982a7334b98ab7c406df909bd7,0.82056232395636908
e45236e7a91cdc7bdd14e0a02a16e73f,0.010972001337632879
f84bfac9c92f80507c4b355457ac961d,0.0036291654669062838
7de7e51754cdb939cc8d8c6312dfacc4,0.0078061529638413212
35908d91eec53d59883d9ae49fb632d2,0.0032021037571347125
